data,precipitacao_total_mm,temperatura_media_c,umidade_relativa_%,vento_m_s,queda_de_energia,ESTADO,ESTACAO
2023-10-26,85.22,21.87,77.92,2.23,1,SP,Sao Paulo
2023-10-30,12.00,30.86,53.38,2.64,1,MT,CUIABA
2023-10-30,44.39,25.50,71.00,26.99,1,SP,Sao Paulo
2023-10-30,0.00,27.94,73.67,2.19,1,RJ,RIO DE JANEIRO - VILA MILITAR
2023-10-30,0.00,27.91,60.17,2.03,1,ES,VITORIA
2023-10-31,0.00,27.67,78.29,0.89,0,RJ,RIO DE JANEIRO - VILA MILITAR
2023-10-31,4.00,22.15,72.21,5.39,0,MG,BELO HORIZONTE - CERCADINHO
2023-11-03,0.00,26.78,74.17,1.21,0,RJ,RIO DE JANEIRO - VILA MILITAR
2023-11-03,5.40,21.85,79.92,3.19,0,MG,BELO HORIZONTE - CERCADINHO
2023-11-04,24.20,24.42,79.33,1.86,1,RJ,RIO DE JANEIRO - VILA MILITAR
2023-11-06,0.00,27.45,77.38,1.58,1,BA,SALVADOR
2023-11-08,0.00,23.30,62.54,1.57,0,ES,VITORIA
2023-11-08,1.20,25.11,78.83,2.29,0,BA,SALVADOR
2023-11-08,0.00,34.15,40.92,2.68,0,MT,CUIABA
2023-11-08,0.00,25.20,55.38,2.85,0,DF,BRASILIA
2023-11-08,0.00,22.71,68.50,0.87,0,SC,FLORIANOPOLIS
2023-11-08,5.40,26.05,65.62,0.95,0,GO,GOIANIA
2023-11-09,5.40,25.91,79.75,1.74,0,BA,SALVADOR
2023-11-09,0.00,24.82,62.79,1.99,0,ES,VITORIA
2023-11-09,5.40,31.63,52.04,2.25,0,MT,CUIABA
2023-11-09,0.20,26.68,58.62,0.70,0,GO,GOIANIA
2023-11-09,0.00,22.78,79.92,1.89,0,SC,FLORIANOPOLIS
2023-11-09,0.00,25.28,37.71,2.72,0,DF,BRASILIA
2023-11-10,0.00,33.94,37.50,2.33,1,MT,CUIABA
2023-11-12,0.00,27.52,32.71,2.97,1,MG,BELO HORIZONTE - CERCADINHO
2023-11-14,1.00,29.60,74.12,1.57,0,RJ,RIO DE JANEIRO - VILA MILITAR
2023-11-14,0.00,28.74,34.50,4.43,0,MG,BELO HORIZONTE - CERCADINHO
2023-11-14,0.00,28.62,58.67,2.81,1,ES,VITORIA
2023-11-16,0.00,27.82,63.71,2.53,1,ES,VITORIA
2023-11-18,54.82,28.78,63.96,2.83,1,ES,VITORIA
2023-11-18,45.17,21.35,75.35,0.26,1,SP,Sao Paulo
2023-11-19,19.80,31.72,51.27,2.43,1,MT,CUIABA
2023-11-20,1.60,27.62,70.09,1.90,0,MT,CUIABA
2023-11-20,11.80,21.38,82.38,2.50,0,DF,BRASILIA
2023-11-20,0.00,27.57,71.75,1.51,0,BA,SALVADOR
2023-11-20,0.00,22.53,67.71,0.18,0,SC,FLORIANOPOLIS
2023-11-20,39.00,19.63,82.08,7.07,0,MG,BELO HORIZONTE - CERCADINHO
2023-11-20,12.60,23.28,91.71,0.44,0,RJ,RIO DE JANEIRO - VILA MILITAR
2023-11-20,3.20,26.20,70.12,1.48,0,ES,VITORIA
2023-11-20,49.20,24.69,72.50,1.34,0,GO,GOIANIA
2023-11-22,0.00,23.54,61.38,4.31,0,MG,BELO HORIZONTE - CERCADINHO
2023-11-22,0.00,30.10,71.42,0.88,0,RJ,RIO DE JANEIRO - VILA MILITAR
2023-11-23,4.20,28.02,79.42,1.76,1,RJ,RIO DE JANEIRO - VILA MILITAR
2023-11-25,0.40,22.71,75.25,0.96,0,RJ,RIO DE JANEIRO - VILA MILITAR
2023-11-25,0.40,19.93,78.42,9.61,0,MG,BELO HORIZONTE - CERCADINHO
2023-11-28,47.92,27.59,75.83,1.19,1,RJ,RIO DE JANEIRO - VILA MILITAR
2023-12-01,7.40,24.27,61.33,3.77,0,MG,BELO HORIZONTE - CERCADINHO
2023-12-01,0.00,27.64,72.46,1.41,0,RJ,RIO DE JANEIRO - VILA MILITAR
2023-12-05,0.00,28.52,64.00,2.16,1,ES,VITORIA
2023-12-06,230.55,23.66,66.33,5.41,1,MG,BELO HORIZONTE - CERCADINHO
2023-12-06,0.40,27.35,72.71,1.16,1,BA,SALVADOR
2023-12-07,207.36,25.99,70.61,0.95,1,SP,Sao Paulo
2023-12-07,0.00,31.29,64.12,1.20,1,RJ,RIO DE JANEIRO - VILA MILITAR
2023-12-08,0.00,25.16,47.12,1.77,0,DF,BRASILIA
2023-12-08,22.80,28.00,68.22,1.76,0,MT,CUIABA
2023-12-08,0.60,27.05,72.96,1.16,0,BA,SALVADOR
2023-12-08,0.00,27.32,55.25,0.54,0,GO,GOIANIA
2023-12-08,0.00,28.82,57.79,2.15,0,ES,VITORIA
2023-12-08,0.60,22.75,75.58,2.05,0,SC,FLORIANOPOLIS
2023-12-09,9.20,23.86,85.29,1.46,0,RJ,RIO DE JANEIRO - VILA MILITAR
2023-12-09,0.00,23.75,62.33,6.88,0,MG,BELO HORIZONTE - CERCADINHO
2023-12-13,13.40,25.33,76.04,1.00,0,GO,GOIANIA
2023-12-13,0.20,27.90,68.67,1.27,0,BA,SALVADOR
2023-12-13,0.00,32.78,47.30,2.21,0,MT,CUIABA
2023-12-13,0.00,25.51,69.71,1.25,0,ES,VITORIA
2023-12-13,0.20,24.98,69.00,0.71,0,SC,FLORIANOPOLIS
2023-12-13,0.60,24.48,68.38,2.24,0,DF,BRASILIA
2023-12-15,0.00,28.01,67.17,1.25,1,BA,SALVADOR
2023-12-18,0.00,28.13,68.67,1.30,0,BA,SALVADOR
2023-12-18,12.60,26.46,73.12,1.33,0,ES,VITORIA
2023-12-18,0.00,28.51,68.79,1.39,1,RJ,RIO DE JANEIRO - VILA MILITAR
2023-12-18,0.00,33.58,38.79,1.90,0,MT,CUIABA
2023-12-18,0.00,27.53,75.75,0.91,0,SC,FLORIANOPOLIS
2023-12-18,2.20,23.83,62.33,1.87,0,DF,BRASILIA
2023-12-18,0.00,27.28,54.92,0.49,0,GO,GOIANIA
2023-12-19,0.40,21.77,66.75,7.11,0,MG,BELO HORIZONTE - CERCADINHO
2023-12-19,0.00,27.58,66.21,1.83,0,RJ,RIO DE JANEIRO - VILA MILITAR
2023-12-20,0.00,26.42,67.00,0.18,0,SC,FLORIANOPOLIS
2023-12-20,13.40,29.23,62.52,1.24,0,MT,CUIABA
2023-12-20,52.40,26.04,81.46,1.25,0,BA,SALVADOR
2023-12-20,18.40,24.25,78.04,0.95,0,GO,GOIANIA
2023-12-20,3.60,22.42,79.38,2.33,0,DF,BRASILIA
2023-12-20,0.00,25.85,74.08,1.44,0,ES,VITORIA
2023-12-24,5.00,26.61,78.57,1.42,1,ES,VITORIA
2023-12-25,0.00,35.05,40.82,2.65,0,MT,CUIABA
2023-12-25,3.40,26.28,69.00,0.76,0,GO,GOIANIA
2023-12-25,3.80,23.67,76.25,1.34,0,DF,BRASILIA
2023-12-25,0.00,29.28,64.75,1.82,0,ES,VITORIA
2023-12-25,0.00,28.15,73.75,1.39,0,BA,SALVADOR
2023-12-25,0.00,28.45,66.00,0.44,0,SC,FLORIANOPOLIS
2023-12-31,4.80,20.99,82.54,7.12,0,MG,BELO HORIZONTE - CERCADINHO
2023-12-31,0.00,22.68,67.04,0.25,0,SC,FLORIANOPOLIS
2023-12-31,7.80,25.50,75.38,1.77,0,ES,VITORIA
2023-12-31,21.60,22.02,80.88,2.25,0,DF,BRASILIA
2023-12-31,0.00,27.56,75.25,1.28,0,BA,SALVADOR
2023-12-31,53.40,24.45,77.71,0.82,0,GO,GOIANIA
2023-12-31,4.40,23.65,80.71,0.81,0,RJ,RIO DE JANEIRO - VILA MILITAR
2023-12-31,0.00,33.03,47.86,2.60,0,MT,CUIABA
2024-01-04,80.00,24.58,86.79,1.73,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-01-09,0.00,28.31,74.17,1.14,0,BA,SALVADOR
2024-01-09,0.20,28.12,75.71,0.79,0,SC,FLORIANOPOLIS
2024-01-09,0.20,24.98,73.42,0.92,0,GO,GOIANIA
2024-01-09,0.00,29.65,60.32,1.95,0,MT,CUIABA
2024-01-09,0.00,28.55,70.75,1.44,0,ES,VITORIA
2024-01-09,12.80,21.58,83.46,2.42,0,DF,BRASILIA
2024-01-10,0.00,22.61,67.67,3.46,0,MG,BELO HORIZONTE - CERCADINHO
2024-01-10,0.00,29.87,70.62,0.98,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-01-11,59.50,25.60,80.30,1.30,1,SP,Sao Paulo
2024-01-13,45.20,26.30,89.42,1.18,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-01-15,0.00,28.98,74.62,1.21,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-01-15,28.40,21.08,73.62,3.20,0,MG,BELO HORIZONTE - CERCADINHO
2024-01-15,0.00,29.00,62.12,2.09,1,ES,VITORIA
2024-01-17,0.00,32.13,64.00,1.25,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-01-17,0.40,24.58,64.38,4.40,0,MG,BELO HORIZONTE - CERCADINHO
2024-01-18,72.40,24.20,83.70,1.60,1,SP,Sao Paulo
2024-01-18,74.73,24.81,82.01,1.52,1,SP,Sao Paulo
2024-01-20,67.57,26.76,65.79,0.95,1,GO,GOIANIA
2024-01-21,7.00,23.79,73.17,2.05,0,DF,BRASILIA
2024-01-21,33.00,26.32,76.92,1.53,0,ES,VITORIA
2024-01-21,8.20,24.08,83.08,1.19,0,SC,FLORIANOPOLIS
2024-01-21,0.00,31.44,55.18,2.04,0,MT,CUIABA
2024-01-21,0.00,28.93,73.33,1.70,0,BA,SALVADOR
2024-01-21,1.40,25.38,73.79,0.66,0,GO,GOIANIA
2024-01-28,0.00,25.98,68.92,0.99,0,GO,GOIANIA
2024-01-28,0.00,30.38,39.75,1.58,0,MT,CUIABA
2024-01-28,4.80,25.86,86.33,1.10,0,ES,VITORIA
2024-01-28,1.40,21.83,87.08,2.52,0,DF,BRASILIA
2024-01-28,0.00,27.70,83.12,1.26,0,BA,SALVADOR
2024-01-28,5.00,23.44,78.46,0.38,0,SC,FLORIANOPOLIS
2024-01-29,18.40,30.76,52.60,2.48,0,MT,CUIABA
2024-01-29,5.00,23.16,78.79,0.09,0,SC,FLORIANOPOLIS
2024-01-29,0.00,22.22,81.04,2.34,0,DF,BRASILIA
2024-01-29,14.80,27.62,78.25,1.52,0,ES,VITORIA
2024-01-29,0.00,25.81,66.83,1.23,0,GO,GOIANIA
2024-01-29,0.00,28.33,76.12,1.35,0,BA,SALVADOR
2024-01-30,0.00,24.24,78.75,0.37,0,SC,FLORIANOPOLIS
2024-01-30,0.00,30.00,58.74,1.56,0,MT,CUIABA
2024-01-30,15.20,22.75,80.12,1.58,0,DF,BRASILIA
2024-01-30,0.00,25.29,66.46,0.60,0,GO,GOIANIA
2024-01-30,0.40,26.95,81.00,1.21,0,ES,VITORIA
2024-01-30,0.00,27.70,76.71,1.19,0,BA,SALVADOR
2024-02-04,0.00,24.09,84.57,1.41,1,SP,Sao Paulo
2024-02-05,0.00,27.01,79.00,0.25,0,SC,FLORIANOPOLIS
2024-02-05,0.00,27.17,75.67,1.40,0,ES,VITORIA
2024-02-05,19.40,23.70,76.88,1.19,0,GO,GOIANIA
2024-02-05,9.80,27.77,82.46,1.08,0,BA,SALVADOR
2024-02-05,8.60,26.86,75.77,1.19,0,MT,CUIABA
2024-02-05,0.60,22.02,81.46,1.81,0,DF,BRASILIA
2024-02-08,0.00,28.44,70.67,0.52,0,SC,FLORIANOPOLIS
2024-02-08,10.20,22.13,83.08,1.69,0,DF,BRASILIA
2024-02-08,36.80,27.44,83.88,1.05,0,BA,SALVADOR
2024-02-08,50.20,24.94,77.50,1.03,0,GO,GOIANIA
2024-02-08,0.40,28.66,68.20,1.23,0,MT,CUIABA
2024-02-08,0.00,27.35,77.46,1.12,0,ES,VITORIA
2024-02-13,0.00,30.36,62.67,1.21,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-02-13,0.00,23.53,60.54,3.87,0,MG,BELO HORIZONTE - CERCADINHO
2024-02-14,89.60,22.50,86.80,1.60,1,SP,Sao Paulo
2024-02-15,59.20,24.89,92.70,0.59,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-02-15,15.00,21.48,69.46,3.23,0,MG,BELO HORIZONTE - CERCADINHO
2024-02-16,1.00,25.40,82.75,1.88,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-02-16,1.20,20.54,83.75,3.41,0,MG,BELO HORIZONTE - CERCADINHO
2024-02-17,6.60,28.97,68.57,1.42,0,MT,CUIABA
2024-02-17,0.60,24.76,80.48,0.03,0,SC,FLORIANOPOLIS
2024-02-17,0.20,26.81,78.75,1.25,0,ES,VITORIA
2024-02-17,9.20,21.49,85.62,2.09,0,DF,BRASILIA
2024-02-17,0.00,28.52,79.38,1.45,0,BA,SALVADOR
2024-02-17,2.20,24.21,79.75,0.56,0,GO,GOIANIA
2024-02-19,0.00,27.73,68.95,2.09,0,MT,CUIABA
2024-02-19,5.60,24.57,77.08,0.93,0,GO,GOIANIA
2024-02-19,0.00,26.03,75.57,0.52,0,SC,FLORIANOPOLIS
2024-02-19,42.60,26.53,86.17,0.92,0,ES,VITORIA
2024-02-19,0.80,21.28,86.75,2.56,0,DF,BRASILIA
2024-02-19,0.00,27.98,84.08,1.08,0,BA,SALVADOR
2024-02-20,93.10,22.80,88.50,1.40,1,SP,Sao Paulo
2024-02-25,0.00,23.30,73.50,2.45,0,DF,BRASILIA
2024-02-25,0.00,23.32,72.88,3.75,0,MG,BELO HORIZONTE - CERCADINHO
2024-02-25,6.80,24.92,72.46,1.02,0,GO,GOIANIA
2024-02-25,0.00,28.37,79.58,1.12,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-02-25,0.00,30.69,58.71,1.37,0,MT,CUIABA
2024-02-25,0.00,27.11,76.67,1.25,0,ES,VITORIA
2024-02-25,0.20,27.78,78.62,1.18,0,BA,SALVADOR
2024-02-25,2.00,26.70,80.50,0.50,0,SC,FLORIANOPOLIS
2024-02-27,184.70,19.92,90.43,1.46,1,SP,Sao Paulo
2024-02-28,0.00,24.37,57.00,2.46,0,MG,BELO HORIZONTE - CERCADINHO
2024-02-28,0.00,29.14,76.33,1.25,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-03-01,0.00,28.00,79.52,1.17,0,ES,VITORIA
2024-03-01,0.00,28.61,78.79,0.95,0,BA,SALVADOR
2024-03-01,27.00,29.94,60.85,1.35,0,MT,CUIABA
2024-03-01,0.00,23.96,74.88,1.63,0,DF,BRASILIA
2024-03-01,1.80,26.50,79.96,0.23,0,SC,FLORIANOPOLIS
2024-03-01,0.00,27.03,67.54,0.72,0,GO,GOIANIA
2024-03-03,0.00,26.10,67.90,1.10,0,SP,Sao Paulo
2024-03-04,0.00,27.40,62.30,1.30,0,SP,Sao Paulo
2024-03-05,6.80,21.49,85.04,2.06,1,SC,FLORIANOPOLIS
2024-03-05,0.00,28.20,60.80,1.50,0,SP,Sao Paulo
2024-03-06,1.20,28.00,59.40,1.70,0,SP,Sao Paulo
2024-03-07,2.00,24.61,80.83,0.49,0,GO,GOIANIA
2024-03-07,7.20,23.18,78.33,1.98,0,DF,BRASILIA
2024-03-07,5.40,26.70,66.10,1.40,0,SP,Sao Paulo
2024-03-07,4.20,28.39,82.00,0.97,0,BA,SALVADOR
2024-03-07,0.00,26.47,66.17,0.02,0,SC,FLORIANOPOLIS
2024-03-07,5.20,29.36,67.55,1.35,0,MT,CUIABA
2024-03-07,0.00,28.73,70.00,1.76,0,ES,VITORIA
2024-03-08,0.00,25.90,74.04,0.83,0,GO,GOIANIA
2024-03-08,10.00,23.98,84.20,0.00,0,SC,FLORIANOPOLIS
2024-03-08,0.00,28.94,75.25,1.09,0,BA,SALVADOR
2024-03-08,0.20,28.73,71.71,2.03,0,ES,VITORIA
2024-03-08,0.00,24.62,69.88,2.00,0,DF,BRASILIA
2024-03-08,0.40,27.96,71.10,1.65,0,MT,CUIABA
2024-03-09,0.00,31.89,61.09,0.88,0,SP,Sao Paulo
2024-03-10,49.60,22.30,86.80,1.10,1,SP,Sao Paulo
2024-03-12,0.00,23.11,73.25,6.61,1,MG,BELO HORIZONTE - CERCADINHO
2024-03-12,0.00,25.50,69.80,1.40,0,SP,Sao Paulo
2024-03-13,0.00,24.80,78.00,0.80,0,SP,Sao Paulo
2024-03-13,0.00,27.15,67.89,0.42,0,SP,Sao Paulo
2024-03-14,0.00,27.30,65.50,0.50,0,SP,Sao Paulo
2024-03-15,0.00,28.20,59.80,1.10,0,SP,Sao Paulo
2024-03-15,0.00,24.37,63.46,3.82,0,MG,BELO HORIZONTE - CERCADINHO
2024-03-15,0.00,31.14,58.11,2.26,1,ES,VITORIA
2024-03-15,0.00,28.80,74.96,0.75,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-03-16,0.00,28.90,60.00,1.60,0,SP,Sao Paulo
2024-03-17,0.00,28.00,66.80,1.40,0,SP,Sao Paulo
2024-03-18,63.50,23.40,79.50,1.70,1,SP,Sao Paulo
2024-03-19,67.00,25.30,83.80,1.10,1,SP,Sao Paulo
2024-03-20,71.00,21.70,85.30,1.30,1,SP,Sao Paulo
2024-03-22,0.00,25.20,71.80,1.40,0,SP,Sao Paulo
2024-03-22,65.00,25.58,89.21,2.04,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-03-23,26.40,37.09,84.21,10.58,1,MG,BELO HORIZONTE - CERCADINHO
2024-03-24,19.20,22.40,95.21,2.21,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-03-24,1.20,27.50,74.90,1.10,1,MT,CUIABA
2024-03-24,2.60,20.43,76.04,8.32,0,MG,BELO HORIZONTE - CERCADINHO
2024-03-24,0.00,26.90,63.50,1.70,0,SP,Sao Paulo
2024-03-25,0.00,27.10,64.20,1.30,0,SP,Sao Paulo
2024-03-25,0.00,28.41,58.68,1.09,0,SP,Sao Paulo
2024-03-26,0.00,24.95,82.14,0.34,0,SP,Sao Paulo
2024-03-27,10.80,25.60,76.40,1.10,1,SP,Sao Paulo
2024-03-28,6.00,20.10,93.50,0.80,0,SP,Sao Paulo
2024-03-28,185.47,25.72,64.53,0.72,1,SC,FLORIANOPOLIS
2024-03-28,4.00,23.64,93.38,0.43,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-03-28,0.40,20.23,82.46,7.43,0,MG,BELO HORIZONTE - CERCADINHO
2024-03-28,0.00,26.06,63.48,1.43,0,SP,Sao Paulo
2024-03-29,13.50,22.50,83.80,0.80,0,SP,Sao Paulo
2024-03-29,0.20,22.26,71.38,4.62,0,MG,BELO HORIZONTE - CERCADINHO
2024-03-29,0.20,24.88,88.79,0.56,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-03-30,0.00,33.75,47.00,2.20,1,ES,VITORIA
2024-03-31,0.00,23.75,75.22,1.69,0,SP,Sao Paulo
2024-03-31,15.92,22.89,78.45,0.08,0,SP,Sao Paulo
2024-03-31,87.26,23.27,88.18,21.79,1,SP,Sao Paulo
2024-04-01,0.00,28.43,79.08,1.00,0,BA,SALVADOR
2024-04-01,0.00,25.55,77.67,0.45,0,GO,GOIANIA
2024-04-01,0.00,26.23,72.08,0.11,0,SC,FLORIANOPOLIS
2024-04-01,0.00,24.75,80.12,0.80,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-04-01,0.00,21.95,67.88,6.25,0,MG,BELO HORIZONTE - CERCADINHO
2024-04-01,0.00,23.20,80.29,1.67,0,DF,BRASILIA
2024-04-01,0.00,29.51,54.25,2.08,0,ES,VITORIA
2024-04-01,0.00,30.09,64.96,1.28,0,MT,CUIABA
2024-04-02,0.00,25.30,73.60,1.40,0,SP,Sao Paulo
2024-04-02,0.00,29.69,60.40,2.09,1,ES,VITORIA
2024-04-04,0.00,29.20,66.77,1.01,0,SP,Sao Paulo
2024-04-06,0.00,24.30,72.40,1.20,0,SP,Sao Paulo
2024-04-07,0.00,23.12,78.60,0.22,0,SC,FLORIANOPOLIS
2024-04-07,9.60,25.74,75.46,0.75,0,GO,GOIANIA
2024-04-07,0.00,30.34,59.71,1.97,0,MT,CUIABA
2024-04-07,0.00,28.79,52.89,1.92,0,ES,VITORIA
2024-04-07,0.00,22.13,83.42,2.07,0,DF,BRASILIA
2024-04-07,25.20,25.71,91.29,1.53,0,BA,SALVADOR
2024-04-07,1.60,22.90,80.10,1.80,0,SP,Sao Paulo
2024-04-08,4.80,21.70,83.90,1.30,1,SP,Sao Paulo
2024-04-10,57.19,22.25,89.60,1.02,1,SP,Sao Paulo
2024-04-10,3.31,21.41,85.78,2.25,0,SP,Sao Paulo
2024-04-10,0.00,25.62,79.67,0.80,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-04-10,0.00,21.97,69.79,4.37,0,MG,BELO HORIZONTE - CERCADINHO
2024-04-11,0.00,24.70,76.22,0.63,0,SC,FLORIANOPOLIS
2024-04-11,21.20,27.02,88.42,0.74,0,BA,SALVADOR
2024-04-11,5.00,24.69,78.12,0.52,0,GO,GOIANIA
2024-04-11,0.00,27.71,53.69,2.77,0,SP,Sao Paulo
2024-04-11,13.40,20.68,92.42,1.32,0,DF,BRASILIA
2024-04-11,0.00,22.66,68.46,5.46,0,MG,BELO HORIZONTE - CERCADINHO
2024-04-11,3.20,27.35,74.12,1.37,0,MT,CUIABA
2024-04-11,0.00,26.30,82.21,1.09,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-04-11,0.00,30.66,58.43,1.87,0,ES,VITORIA
2024-04-14,0.00,25.70,76.67,1.09,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-04-14,0.00,20.87,70.42,5.78,0,MG,BELO HORIZONTE - CERCADINHO
2024-04-15,62.37,23.10,86.93,0.48,1,SP,Sao Paulo
2024-04-17,0.00,23.43,74.67,2.68,1,DF,BRASILIA
2024-04-18,3.76,27.49,63.07,2.09,0,SP,Sao Paulo
2024-04-19,5.40,21.10,77.30,1.70,0,SP,Sao Paulo
2024-04-20,2.09,25.54,66.08,1.45,0,SP,Sao Paulo
2024-04-20,0.00,23.32,73.71,2.76,1,DF,BRASILIA
2024-04-21,1.97,26.18,92.86,1.58,0,SP,Sao Paulo
2024-04-22,0.00,23.50,78.98,1.52,1,SP,Sao Paulo
2024-04-23,0.00,24.40,67.30,1.20,0,SP,Sao Paulo
2024-04-23,0.00,24.70,74.29,0.47,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-04-23,15.79,28.75,65.57,0.47,0,SP,Sao Paulo
2024-04-23,0.00,21.97,67.88,3.38,0,MG,BELO HORIZONTE - CERCADINHO
2024-04-24,0.00,22.39,64.08,3.34,0,MG,BELO HORIZONTE - CERCADINHO
2024-04-24,0.00,26.01,70.62,0.73,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-04-25,0.00,25.72,79.83,1.58,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-04-25,0.00,22.44,64.42,5.00,0,MG,BELO HORIZONTE - CERCADINHO
2024-04-26,0.00,24.03,76.14,0.56,0,SC,FLORIANOPOLIS
2024-04-26,0.00,25.80,63.79,1.14,0,GO,GOIANIA
2024-04-26,0.00,23.17,69.38,2.61,0,DF,BRASILIA
2024-04-26,0.00,30.68,55.12,1.23,0,MT,CUIABA
2024-04-26,6.60,26.77,89.04,0.87,0,BA,SALVADOR
2024-04-26,7.67,27.15,67.07,0.00,0,SP,Sao Paulo
2024-04-26,0.00,,,,0,ES,VITORIA
2024-04-28,2.10,23.70,74.80,1.60,0,SP,Sao Paulo
2024-04-29,0.00,25.58,62.83,0.73,0,GO,GOIANIA
2024-04-29,0.00,24.09,79.78,0.32,0,SC,FLORIANOPOLIS
2024-04-29,0.00,30.43,60.83,1.34,0,MT,CUIABA
2024-04-29,0.00,,,,0,ES,VITORIA
2024-04-29,0.00,23.56,67.21,2.18,0,DF,BRASILIA
2024-04-29,0.00,27.03,85.79,0.86,0,BA,SALVADOR
2024-04-30,0.00,26.39,67.11,1.30,0,SP,Sao Paulo
2024-05-01,52.92,25.11,84.77,1.84,1,SP,Sao Paulo
2024-05-02,0.00,22.50,70.10,1.50,0,SP,Sao Paulo
2024-05-02,2.39,21.25,80.56,2.11,0,SP,Sao Paulo
2024-05-03,0.00,22.92,54.33,4.29,0,MG,BELO HORIZONTE - CERCADINHO
2024-05-03,0.00,26.66,72.83,1.29,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-05-05,0.00,21.20,68.40,1.30,0,SP,Sao Paulo
2024-05-06,0.00,30.02,51.75,2.38,1,ES,VITORIA
2024-05-06,0.00,19.38,76.83,6.65,0,MG,BELO HORIZONTE - CERCADINHO
2024-05-06,5.43,27.41,80.40,1.27,0,SP,Sao Paulo
2024-05-06,0.00,25.46,75.38,0.71,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-05-07,0.00,19.90,71.30,1.20,0,SP,Sao Paulo
2024-05-10,8.20,17.70,83.20,1.40,1,SP,Sao Paulo
2024-05-11,0.00,18.40,76.40,1.50,0,SP,Sao Paulo
2024-05-13,79.23,22.83,78.41,0.99,1,SP,Sao Paulo
2024-05-15,0.00,20.80,72.10,1.20,0,SP,Sao Paulo
2024-05-15,7.38,27.59,75.25,0.85,0,SP,Sao Paulo
2024-05-16,0.00,21.40,68.90,1.10,0,SP,Sao Paulo
2024-05-17,0.00,21.00,62.62,3.66,0,MG,BELO HORIZONTE - CERCADINHO
2024-05-17,0.00,26.29,72.46,0.41,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-05-17,0.00,20.92,72.33,0.80,0,SP,Sao Paulo
2024-05-18,0.00,16.32,83.61,1.39,1,SP,Sao Paulo
2024-05-23,0.00,21.30,68.10,1.60,0,SP,Sao Paulo
2024-05-23,3.64,20.85,88.67,1.45,1,SP,Sao Paulo
2024-05-25,1.34,20.54,89.21,1.62,0,SP,Sao Paulo
2024-05-25,10.57,19.61,67.22,1.67,0,SP,Sao Paulo
2024-05-26,0.00,21.37,78.59,1.19,0,SP,Sao Paulo
2024-05-26,6.12,22.52,60.04,1.87,0,SP,Sao Paulo
2024-05-26,11.60,15.60,90.80,1.60,0,SP,Sao Paulo
2024-05-27,42.50,17.10,94.30,0.50,0,SP,Sao Paulo
2024-05-28,6.30,18.80,81.30,1.30,0,SP,Sao Paulo
2024-05-28,42.25,16.93,71.12,24.62,1,MT,CUIABA
2024-05-29,4.70,19.30,79.60,1.50,0,SP,Sao Paulo
2024-05-30,0.20,20.36,68.33,0.82,0,GO,GOIANIA
2024-05-30,0.00,21.74,65.43,0.84,0,MT,CUIABA
2024-05-30,0.00,19.27,60.50,0.00,0,SC,FLORIANOPOLIS
2024-05-30,0.00,,,,0,ES,VITORIA
2024-05-30,0.00,20.10,72.80,1.60,0,SP,Sao Paulo
2024-05-30,10.40,25.17,84.88,0.98,0,BA,SALVADOR
2024-05-30,0.00,19.60,72.52,1.79,0,DF,BRASILIA
2024-05-31,0.00,19.48,64.67,2.09,1,DF,BRASILIA
2024-05-31,0.00,15.61,93.21,1.38,0,SP,Sao Paulo
2024-06-01,0.00,16.70,78.30,1.20,0,SP,Sao Paulo
2024-06-02,17.00,25.58,85.42,1.51,1,BA,SALVADOR
2024-06-03,0.00,18.50,72.40,1.10,0,SP,Sao Paulo
2024-06-03,0.00,21.77,76.12,0.30,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-06-03,0.00,18.24,61.75,4.53,0,MG,BELO HORIZONTE - CERCADINHO
2024-06-04,3.44,20.61,68.87,1.51,0,SP,Sao Paulo
2024-06-05,4.30,16.90,80.10,1.40,0,SP,Sao Paulo
2024-06-06,11.00,16.50,84.20,1.20,1,SP,Sao Paulo
